Station,Date,mean_T,min_T,max_T,Precipitation
38384001,19680101,-0.7,-5,2.3,12.8
38384001,19680102,0.2,-0.8,2,6.9
38384001,19680103,-2.3,-5.2,2.8,5.2
38384001,19680104,1.6,-0.9,3.2,4.5
38384001,19680105,1.4,0.2,7.8,14.4
38384001,19680106,2.4,0.4,6,3.6
38384001,19680107,2.7,-0.1,7,3.5
38384001,19680108,-0.8,-2.2,-0.2,1.8
38384001,19680109,-1.3,-3.8,2.7,4
38384001,19680110,-4.8,-8.7,-3,3.4
38384001,19680111,-6,-12.4,-1.9,5
38384001,19680112,-4.5,-8,-2.3,0.1
38384001,19680113,-11,-19.4,-1.8,5.1
38384001,19680114,-2.1,-9,0.4,5.5
38384001,19680115,1.2,-2,5.1,0
38384001,19680116,1.5,-1.8,6,0
38384001,19680117,1.2,-2.9,5.1,4.8
38384001,19680118,2.4,1,4,0.6
38384001,19680119,2.1,0.6,4.1,0.1
38384001,19680120,2.2,1,5.1,0
38384001,19680121,-0.2,-4,3.9,0
38384001,19680122,-0.7,-3.6,5.4,0
38384001,19680123,-2,-3.6,0.7,0
38384001,19680124,-1.3,-6.3,1.1,1.1
38384001,19680125,0.3,-0.7,1.4,1.2
38384001,19680126,1.6,0.1,3.8,7.4
38384001,19680127,3.3,1.2,5.1,1.2
38384001,19680128,0.7,-2.1,5.4,0
38384001,19680129,1.5,-0.8,4.8,0
38384001,19680130,0.5,-3.1,5.9,0
38384001,19680131,0.8,-5.4,8.4,0
38384001,19680201,4.1,-0.9,9.7,0
38384001,19680202,4.5,2,8.1,4.3
38384001,19680203,0.8,0.3,2.3,9.8
38384001,19680204,-0.4,-2.3,1.2,0
38384001,19680205,0.7,-4.8,7,5
38384001,19680206,2.1,0.1,5.2,10.7
38384001,19680207,5.3,1,10.1,0
38384001,19680208,3.6,0.4,5.2,17.7
38384001,19680209,4.9,1,8,2.1
38384001,19680210,5.6,3.2,9.4,0
38384001,19680211,3.8,-1.1,9.3,0
38384001,19680212,4.2,3,6.1,7.6
38384001,19680213,4.1,0.1,8.5,0.9
38384001,19680214,7.7,4.3,13.7,2.1
38384001,19680215,7.6,6,11.1,5.9
38384001,19680216,4.1,2.4,5,0.1
38384001,19680217,1,-1,4.2,0
38384001,19680218,0.8,-5,6.7,0
38384001,19680219,3.5,-1.9,9.3,4.3
38384001,19680220,7,3.8,10.5,0
38384001,19680221,6.7,5,9.8,1.2
38384001,19680222,6.4,3.8,10.1,15
38384001,19680223,7.2,5.2,10.2,18.3
38384001,19680224,5.2,4.1,5.8,12.1
38384001,19680225,3.4,1.4,5,0
38384001,19680226,2.2,1.3,3.5,0
38384001,19680227,2,1.1,3.7,0
38384001,19680228,3,-1.1,7.6,0
38384001,19680229,3,-3.3,6.7,0
38384001,19680301,5.1,-3.1,12.3,0
38384001,19680302,5.3,-0.4,11.2,0
38384001,19680303,1.9,0.6,2.4,0
38384001,19680304,2.1,0.3,4,0
38384001,19680305,1.4,-4,6.8,0
38384001,19680306,2.2,0.7,3.2,6.8
38384001,19680307,1.2,-1.5,3.2,0.1
38384001,19680308,1.4,-2,5,0
38384001,19680309,1.4,-1.4,5.1,0
38384001,19680310,2.7,-1.2,6.1,0
38384001,19680311,5,3.3,8.7,0.2
38384001,19680312,3.3,2,6.2,0
38384001,19680313,1.7,-5.2,9.7,0
38384001,19680314,2.4,-3.3,7.8,0
38384001,19680315,4.5,-1.8,10.8,5.1
38384001,19680316,4.2,2,7.2,0
38384001,19680317,5.7,-2.9,14.2,0.2
38384001,19680318,8.4,5,12.9,0
38384001,19680319,6.9,0.8,13.3,0
38384001,19680320,8.6,3.4,12.8,0.8
38384001,19680321,5.4,2.7,12.4,20.6
38384001,19680322,4.6,-0.1,11.1,0.8
38384001,19680323,9.1,2.6,17.1,0
38384001,19680324,10.9,1.8,18.7,0
38384001,19680325,11.5,4.7,18.4,0
38384001,19680326,10.3,2.9,19.1,0
38384001,19680327,10,1.8,20,0
38384001,19680328,13.1,5.6,20.9,0
38384001,19680329,12.5,2.6,20.4,0
38384001,19680330,11.2,3.1,19,0
38384001,19680331,11.8,3.1,18.9,0
38384001,19680401,9.5,3.7,16,0
38384001,19680402,11.7,5.3,17.3,1.9
38384001,19680403,8.3,4.6,11,3.3
38384001,19680404,5.4,-2.5,11.2,0.2
38384001,19680405,12,7,17.8,0
38384001,19680406,12.2,8.7,18,0.1
38384001,19680407,5.6,2.1,7.3,2.2
38384001,19680408,5.4,3.1,9.2,0
38384001,19680409,4,-2.7,10.8,0
38384001,19680410,6.1,-2.3,15.4,0
38384001,19680411,7,-1.7,14.1,0
38384001,19680412,5.4,-1.6,14.1,0
38384001,19680413,6.3,1,12,1.4
38384001,19680414,7.9,5,11.6,0.5
38384001,19680415,11.5,6.6,18.2,0
38384001,19680416,11.2,4.9,15.9,0
38384001,19680417,12.7,5.6,18.8,0
38384001,19680418,14,9.2,20.9,0
38384001,19680419,15.7,7.6,23.1,0
38384001,19680420,17.1,9.3,25,0
38384001,19680421,17.2,7.3,25.3,0
38384001,19680422,17.3,7.2,25.8,0
38384001,19680423,16.3,8.2,24.1,0
38384001,19680424,10.8,10,12.8,9.5
38384001,19680425,8.1,3,12.9,0
38384001,19680426,9.4,3.8,14.8,0
38384001,19680427,10.3,4.2,15.5,24.8
38384001,19680428,14.1,9.2,19.7,28.3
38384001,19680429,11,5.4,16.1,0.1
38384001,19680430,10.9,6.2,16.3,0.2
38384001,19680501,12.8,7.1,18.7,0.8
38384001,19680502,12,10.4,14.8,10
38384001,19680503,14.4,9,21.6,0
38384001,19680504,15.3,10.4,21.6,0.3
38384001,19680505,16.4,10.8,21.7,0
38384001,19680506,9.2,6.3,12.4,32.6
38384001,19680507,8.1,4.4,12.8,1.5
38384001,19680508,9.2,2,14.5,0
38384001,19680509,11.9,6.6,16.6,0.2
38384001,19680510,14.1,9.4,19.4,0
38384001,19680511,12.7,9.1,18.7,18.4
38384001,19680512,9.6,6.4,12.8,3.6
38384001,19680513,10.5,5.5,15.4,0
38384001,19680514,12.4,3.7,19,0
38384001,19680515,14.3,5.8,20.3,0
38384001,19680516,15.2,6.9,21.8,0
38384001,19680517,12.4,10.2,16.6,0
38384001,19680518,9.2,4.3,14.8,0
38384001,19680519,10,1.9,16.6,1.9
38384001,19680520,7.9,6.8,9.3,26.6
38384001,19680521,6.7,6.2,7.4,9.7
38384001,19680522,8,5.4,12,0
38384001,19680523,10.6,1.7,18.1,0
38384001,19680524,15,6.8,21.4,0
38384001,19680525,12.1,10.6,15,10.1
38384001,19680526,14.3,10.9,19.7,1.7
38384001,19680527,12.7,11.2,14.2,11.5
38384001,19680528,13.6,12.2,15.3,0.3
38384001,19680529,16.6,13.6,21.4,1.8
38384001,19680530,15.9,14.4,20.1,1.7
38384001,19680531,13.7,11.2,16.6,0
38384001,19680601,14.3,7.3,20.5,0
38384001,19680602,15.3,6,22.9,7.4
38384001,19680603,15.7,13.6,20.9,6.2
38384001,19680604,14.8,11.1,19,0
38384001,19680605,15.2,9.4,20.6,0
38384001,19680606,16.6,8.7,24.3,0
38384001,19680607,15.9,10.2,21.8,0
38384001,19680608,17.1,9.9,22.9,0
38384001,19680609,15.8,11.6,20.2,0
38384001,19680610,13.5,6.8,19.5,0
38384001,19680611,12.7,7.1,19.2,0
38384001,19680612,11.6,5.3,17.8,2.2
38384001,19680613,10.7,6.1,14.9,5.1
38384001,19680614,15,8,21.1,11.1
38384001,19680615,14.8,12.1,19,0
38384001,19680616,15.7,10.5,22,5.3
38384001,19680617,15.9,9,21.6,0
38384001,19680618,17.1,11.4,21.7,0
38384001,19680619,16.9,12.8,21.7,0.6
38384001,19680620,15.3,13.2,20.8,8.6
38384001,19680621,13.9,9.7,18.9,0
38384001,19680622,15.4,6.6,22.3,0
38384001,19680623,13.6,12,18.2,24.1
38384001,19680624,14.3,10.6,19.3,0
38384001,19680625,17.6,8.8,26.6,0
38384001,19680626,19.7,13.1,25.2,0
38384001,19680627,22,14.2,29,0
38384001,19680628,23.4,15.7,29.3,0
38384001,19680629,23.8,14.1,31.1,0
38384001,19680630,24.5,16.8,31.2,0
38384001,19680701,25.2,16.2,32.3,0
38384001,19680702,24.4,20.4,30.9,0.9
38384001,19680703,16.6,15.4,17,0
38384001,19680704,19.3,14.8,25.6,0
38384001,19680705,22.5,15.6,29.3,0
38384001,19680706,21.9,17.5,27.5,0
38384001,19680707,21.4,13.1,28.3,0
38384001,19680708,23.3,16.8,30.2,0
38384001,19680709,25.1,18.5,32.3,0
38384001,19680710,26.2,20.7,31.7,9.8
38384001,19680711,20.8,16.2,25.2,6.6
38384001,19680712,17.4,11.7,22.8,0
38384001,19680713,18.7,11.7,26.7,0.3
38384001,19680714,18.5,13.8,25.6,22
38384001,19680715,15.9,12.3,20.2,5.5
38384001,19680716,14.7,11.7,19.2,5.6
38384001,19680717,12.1,10.6,14.1,13.9
38384001,19680718,13.5,10.7,18.3,1.2
38384001,19680719,15.5,11.9,20.1,0
38384001,19680720,15.5,9.2,20.2,0
38384001,19680721,15.3,9.1,20.9,0
38384001,19680722,14.7,6.4,21.9,0
38384001,19680723,17.6,9,26.2,16.2
38384001,19680724,15.6,12.2,19.1,0
38384001,19680725,16.8,10.9,22.3,0
38384001,19680726,15.4,10.2,20.7,0
38384001,19680727,15.4,7.9,21.9,0
38384001,19680728,16.9,8.4,24.8,0
38384001,19680729,19,12.5,25.9,0
38384001,19680730,20.7,15.7,26.2,0.3
38384001,19680731,20.9,15.2,27.2,0.3
38384001,19680801,21.8,18.1,27.7,8.7
38384001,19680802,17,14.6,18.2,30
38384001,19680803,14.6,13.7,16,0
38384001,19680804,16.7,12.7,22.4,0
38384001,19680805,15.6,11.9,18.9,6.6
38384001,19680806,17.3,12.9,24.7,4.4
38384001,19680807,16.9,14,21.8,0
38384001,19680808,15.3,10.1,20.6,0
38384001,19680809,16.8,11.1,22,0
38384001,19680810,16.2,12.9,20.2,0
38384001,19680811,15.8,8.9,22.3,0
38384001,19680812,16.9,13.2,22.2,0
38384001,19680813,14.4,9.7,18.8,9.8
38384001,19680814,16.3,14.6,19.5,9.7
38384001,19680815,15.1,11.5,19.1,0
38384001,19680816,15.8,7.2,22.3,1.7
38384001,19680817,16.3,13.4,18.9,18.6
38384001,19680818,13.6,10,18.2,3.6
38384001,19680819,13.9,7.2,19.9,0
38384001,19680820,16,7,26,0
38384001,19680821,19,11.3,27.1,0
38384001,19680822,19.2,12,26.4,0
38384001,19680823,17.4,12.8,24.1,0
38384001,19680824,15.5,8.9,21.3,0
38384001,19680825,15.9,9.3,21.8,0
38384001,19680826,18,12.2,24.2,0
38384001,19680827,18.9,12.4,25.3,0
38384001,19680828,16.5,14.9,18.6,6.4
38384001,19680829,16.2,14.3,20.6,13.3
38384001,19680830,16.6,15,21.1,3.1
38384001,19680831,14.7,13.2,18.4,0.1
38384001,19680901,16,10.5,23,0
38384001,19680902,14.6,11.1,17.7,30.8
38384001,19680903,14.3,10.7,18.2,11.3
38384001,19680904,12.8,10.3,15.9,0.4
38384001,19680905,12.6,5.6,19.6,0
38384001,19680906,13.1,6.7,19.9,0
38384001,19680907,14.8,10.9,20.3,0
38384001,19680908,15.1,8.9,22,0
38384001,19680909,16.5,9,25,0
38384001,19680910,18.3,11,24.8,7.7
38384001,19680911,16,13.9,19.7,0
38384001,19680912,13.4,7,19.9,0
38384001,19680913,14.6,8.1,22.1,2.6
38384001,19680914,16,11.9,19.4,67.4
38384001,19680915,13,11.3,13.7,56.1
38384001,19680916,14.4,8.7,20.9,0
38384001,19680917,14.7,11,19.6,0
38384001,19680918,12.5,6.9,18.7,0
38384001,19680919,12,5.9,18.7,0
38384001,19680920,14,8,19.5,1.9
38384001,19680921,16.1,14,17.9,30
38384001,19680922,14.6,12,18.8,0
38384001,19680923,13.9,8.3,19.4,4.4
38384001,19680924,11.4,7.7,15.9,0.1
38384001,19680925,12,6.7,17.7,0
38384001,19680926,14.5,7.1,22.9,0
38384001,19680927,16.3,9.9,23.3,0
38384001,19680928,11.6,9,15.2,18.9
38384001,19680929,8.9,2.7,15.1,1.3
38384001,19680930,11.2,8.3,15.8,0.3
38384001,19681001,11.8,7,16,0
38384001,19681002,12.7,10.6,16.2,0
38384001,19681003,12.2,8.4,16,0
38384001,19681004,11.8,7.6,17.6,0
38384001,19681005,12.6,8,19,0
38384001,19681006,13.8,9.6,20.8,0
38384001,19681007,14,9.8,19.7,0
38384001,19681008,12.9,11.5,14.3,48.7
38384001,19681009,12.7,8,19.5,0
38384001,19681010,14.4,9,22.8,0
38384001,19681011,15.2,10.5,21.1,0
38384001,19681012,14.4,8,23.7,0
38384001,19681013,15.7,9.8,24.9,0
38384001,19681014,15.7,9.9,24,0
38384001,19681015,13.7,11.7,17.2,0
38384001,19681016,11.1,9.1,14.8,0
38384001,19681017,8.1,1.9,16.7,0
38384001,19681018,11.6,5,18.1,0
38384001,19681019,13.9,10.8,19.1,0
38384001,19681020,11.9,5.5,19.6,0
38384001,19681021,10.8,5.8,18.2,0
38384001,19681022,11.1,6,20.3,0
38384001,19681023,11.8,6,17.3,0
38384001,19681024,12.9,6.7,19.6,7.5
38384001,19681025,11.9,9.9,17.8,1.2
38384001,19681026,9.7,4.9,15.2,0
38384001,19681027,9.8,7,15.3,0
38384001,19681028,11.1,4.9,18.3,0.2
38384001,19681029,13.5,10.8,16.4,0.1
38384001,19681030,15.9,11.3,19.2,0
38384001,19681031,15.6,11.6,20.3,0
38384001,19681101,18.3,10.6,24.8,2.3
38384001,19681102,13.9,11.3,15,57.1
38384001,19681103,9.8,9.3,11.2,6.5
38384001,19681104,6.9,6,7.2,2.3
38384001,19681105,6.6,5.8,8.6,0
38384001,19681106,5.5,-0.4,13.3,0
38384001,19681107,7.5,3.2,14.8,0
38384001,19681108,8,4.3,11.5,1.2
38384001,19681109,6.4,5,7.4,0
38384001,19681110,5.8,4.5,9,0
38384001,19681111,6.5,3.7,12,0
38384001,19681112,2.7,-0.1,7.6,0
38384001,19681113,6.3,-0.9,12.1,0
38384001,19681114,7.4,5.7,8.7,0.5
38384001,19681115,5.2,3.6,6.6,2.9
38384001,19681116,-0.3,-2,0.9,4.5
38384001,19681117,-2.2,-2.8,-1.9,3
38384001,19681118,-3,-3.5,-2.3,4.5
38384001,19681119,-1.4,-4,1.2,0
38384001,19681120,1.6,-1,4,0
38384001,19681121,1.7,0.1,4.8,0
38384001,19681122,1.4,-2,6.3,0
38384001,19681123,3.6,-0.1,7.2,0
38384001,19681124,5.7,2.2,8.8,5.8
38384001,19681125,7.4,1.8,11.8,0
38384001,19681126,5.1,-1,11.1,0
38384001,19681127,7.2,1.5,14.3,0
38384001,19681128,5.8,1.7,14.3,0
38384001,19681129,4.4,1,9.1,0
38384001,19681130,5.8,3.4,12,0
38384001,19681201,4.1,0.4,11.3,0
38384001,19681202,2.5,0.4,6.7,0
38384001,19681203,2.4,0.5,4.7,0
38384001,19681204,5.5,3.4,10,0
38384001,19681205,4,0.6,9.9,0
38384001,19681206,4.1,1,6.4,0
38384001,19681207,5.4,2.5,10.4,0
38384001,19681208,2.8,0.8,4.8,0
38384001,19681209,0.6,0.2,1.8,0
38384001,19681210,-0.2,-1.1,0.9,0
38384001,19681211,-0.8,-1.3,-0.6,0
38384001,19681212,-2.6,-3.3,-2,0
38384001,19681213,-3.8,-4.6,-2,0
38384001,19681214,0.8,-6,5.9,0.2
38384001,19681215,2,-2.4,4.7,0.1
38384001,19681216,3.7,-1.2,8,0
38384001,19681217,4.9,3.7,7.9,10.7
38384001,19681218,4.5,0.7,8.2,0
38384001,19681219,6.1,4,9.7,0.7
38384001,19681220,3.2,-2.2,5.6,0.9
38384001,19681221,4.5,2.5,8,0.1
38384001,19681222,4.2,0.2,6.8,4.4
38384001,19681223,5.4,4.8,6.1,43.3
38384001,19681224,3.6,2.1,4.6,18.7
38384001,19681225,4,1.1,7.7,37
38384001,19681226,1.6,0,2.4,0.2
38384001,19681227,-1.8,-4.8,-0.7,3.8
38384001,19681228,-3.6,-9.2,-1.2,5.8
38384001,19681229,-6.9,-14.9,-2,0.7
38384001,19681230,-8.2,-17.3,-3.4,2.6
38384001,19681231,-4.2,-5.6,-3.4,0
38384001,19690101,-3,-8,-3.4,0
38384001,19690102,-2.7,-6.5,0.8,0
38384001,19690103,0.8,-1,1.7,0
38384001,19690104,-1,-1.9,0.9,0.1
38384001,19690105,-4.7,-9.3,0,0
38384001,19690106,-2,-4.4,1.2,0
38384001,19690107,1.4,-3.8,4,16.4
38384001,19690108,0.3,-2.1,3,2.2
38384001,19690109,-1.4,-5.2,2.1,0
38384001,19690110,-1.4,-3.7,1.1,0
38384001,19690111,-0.2,-2.2,2.7,0
38384001,19690112,5.2,-1.3,11.3,6.5
38384001,19690113,5,1,10.8,2.1
38384001,19690114,3.7,0.5,6.1,11.7
38384001,19690115,4.9,0.3,8.5,0.1
38384001,19690116,2.3,0.2,5.4,2.8
38384001,19690117,1.8,-1.7,5.2,2.4
38384001,19690118,3.4,0.3,5.8,6.1
38384001,19690119,3,1,6.5,0
38384001,19690120,2.2,-2.7,7.4,0
38384001,19690121,3,-0.9,9.7,0
38384001,19690122,4.3,0.5,9.2,0
38384001,19690123,5.6,0.4,11.2,0
38384001,19690124,6,5.2,7.8,0
38384001,19690125,3.5,0.3,7.4,0
38384001,19690126,2.3,-4,7.9,0
38384001,19690127,3.6,0.2,10.1,0
38384001,19690128,4.9,0,10,6.4
38384001,19690129,6,4,8.7,1.3
38384001,19690130,3.4,0.8,7.9,1.1
38384001,19690131,2.3,-2.2,10.6,0
38384001,19690201,3.7,-0.4,11.5,0
38384001,19690202,2.8,-0.5,7.2,3.7
38384001,19690203,1.2,-0.3,4.5,0
38384001,19690204,-0.9,-3.1,1.6,0
38384001,19690205,-1.7,-3.2,0.3,0
38384001,19690206,-3.9,-6.3,-0.3,0
38384001,19690207,-2.4,-9.5,6.3,0.6
38384001,19690208,-1.6,-3.5,0.9,0.2
38384001,19690209,-5.3,-9.3,-0.9,0
38384001,19690210,-4.9,-9,-0.3,0.2
38384001,19690211,-4.5,-9.7,0.7,2.3
38384001,19690212,0.1,-3,4.5,1.2
38384001,19690213,-0.5,-5.2,6.4,0
38384001,19690214,-2,-5.6,2.4,0
38384001,19690215,-4.7,-5.8,-4.5,0.4
38384001,19690216,-7.3,-7.9,-4.9,1.4
38384001,19690217,-4.6,-13.1,2.5,0
38384001,19690218,-0.4,-8.7,8,0.7
38384001,19690219,6.1,1,12.3,16.3
38384001,19690220,6.5,0.9,14.4,0
38384001,19690221,5.6,-0.3,15,0
38384001,19690222,8.6,1.6,12.4,0
38384001,19690223,5.6,2,8.2,29
38384001,19690224,4.6,2,7.1,9.2
38384001,19690225,4,3.2,7.2,0
38384001,19690226,2.9,-1.3,8.7,0
38384001,19690227,2.4,-2,7.6,0
38384001,19690228,3.3,-1.9,10.2,0
38384001,19690301,4.5,-1,12.2,0
38384001,19690302,6.4,1.5,12.3,0
38384001,19690303,7.5,3.5,14.2,0
38384001,19690304,6.3,3.4,10.6,0
38384001,19690305,3.3,0,6.3,0
38384001,19690306,4.2,2.2,6.4,0
38384001,19690307,4,-0.7,10.2,0
38384001,19690308,3.2,-2.9,10.8,0
38384001,19690309,5.3,-3,13.6,0
38384001,19690310,7.1,-0.7,13.2,0
38384001,19690311,8.7,5.9,11.8,3.2
38384001,19690312,8.6,4,14,0.3
38384001,19690313,11,7.1,14.4,10.8
38384001,19690314,9.3,8.1,10.9,8.6
38384001,19690315,7.8,4.1,10.9,0
38384001,19690316,9.5,3.8,16.6,6.1
38384001,19690317,10.2,7.8,16.7,4.1
38384001,19690318,10.1,4.9,16.2,0.1
38384001,19690319,8.8,7.1,10.1,2.7
38384001,19690320,8.1,6.3,10.1,0
38384001,19690321,7.9,3.2,14,0
38384001,19690322,6.9,3.9,11,6.7
38384001,19690323,6.3,5.6,7.3,16
38384001,19690324,2.4,1.1,3.4,0.8
38384001,19690325,0.9,-0.9,2.8,0.2
38384001,19690326,1.5,1,2.1,0
38384001,19690327,3,1.6,5.3,0
38384001,19690328,1.5,-0.6,3.3,0
38384001,19690329,1.6,-1.2,4.6,0
38384001,19690330,3.4,-2.9,8.5,0.2
38384001,19690331,6.8,1.3,11.6,0.2
38384001,19690401,8.7,4.2,14.6,0
38384001,19690402,5.4,2.8,8.7,0
38384001,19690403,4.3,-3,10.6,0
38384001,19690404,8.6,2,14.3,0
38384001,19690405,3.8,0.4,7.1,4.3
38384001,19690406,8.5,1.3,16.2,0
38384001,19690407,9.4,0.9,18.1,0
38384001,19690408,11,2.8,19,0
38384001,19690409,11.5,2.9,19.9,0
38384001,19690410,11.8,3.1,20.7,0
38384001,19690411,12.7,5.9,19.1,0
38384001,19690412,11.1,4.9,17.2,4.3
38384001,19690413,6.5,4.2,9.1,0
38384001,19690414,3.4,-0.4,8.8,7.4
38384001,19690415,5.8,3.1,8.9,3.9
38384001,19690416,9.6,7.2,13.4,0.5
38384001,19690417,6.9,4.6,9.9,2.1
38384001,19690418,3.9,1,7.1,0
38384001,19690419,3.2,-3.9,9.1,0
38384001,19690420,7.4,1.2,14.6,1.3
38384001,19690421,10.2,7.3,12.8,2.2
38384001,19690422,10.8,8.7,15.7,4.6
38384001,19690423,9.4,5.8,13.3,0.2
38384001,19690424,12.1,6.2,20.2,0.1
38384001,19690425,14.6,6,22.8,0
38384001,19690426,13.7,11,18,0.8
38384001,19690427,11.4,10.6,12.1,46.2
38384001,19690428,11.8,10.1,14.1,0.7
38384001,19690429,10.6,10,11.9,3.8
38384001,19690430,10.4,8.4,13.3,0.1
38384001,19690501,13,9.2,18.1,0
38384001,19690502,13.5,5.9,20.1,0
38384001,19690503,14.7,10,18.7,1.6
38384001,19690504,13,10.2,17,18.6
38384001,19690505,12,8.2,17.8,28.2
38384001,19690506,9,8.2,10.1,5
38384001,19690507,10.2,7.2,15.1,5.6
38384001,19690508,11,6,16.6,3.8
38384001,19690509,12.6,9.6,17.7,1.6
38384001,19690510,14.2,8.4,20.3,0
38384001,19690511,16.6,8,24.3,0
38384001,19690512,18.7,9.9,25.6,0
38384001,19690513,18.6,10.3,24.9,0
38384001,19690514,18,10.9,23.7,0
38384001,19690515,17.8,11,24.8,0
38384001,19690516,15.4,14,18.8,0
38384001,19690517,12.8,7.6,19.6,0
38384001,19690518,11.6,5.9,18.5,0.5
38384001,19690519,8.4,5.8,12.5,0
38384001,19690520,9,0.6,15.9,0
38384001,19690521,11.2,1.2,19.6,0
38384001,19690522,15.3,3.3,25,0
38384001,19690523,16.5,7.6,23.7,0
38384001,19690524,14.4,8.4,19.8,0.1
38384001,19690525,14.8,8.7,21.1,11.3
38384001,19690526,13,7.4,19.2,0
38384001,19690527,12.8,5.2,16.8,0
38384001,19690528,15.7,7.8,22.4,10.5
38384001,19690529,16.5,11.4,22.3,2.6
38384001,19690530,12.5,9.2,17.7,16.4
38384001,19690531,13.5,8,18.2,0
38384001,19690601,13.7,10,17.9,0
38384001,19690602,13.6,9,18,0
38384001,19690603,12.2,5.4,17.4,3.7
38384001,19690604,10.5,9.6,13.2,2.2
38384001,19690605,7.1,5.3,10.7,7.3
38384001,19690606,7.7,7,8.6,2.7
38384001,19690607,8.1,6,11.4,0
38384001,19690608,13.6,7.7,21,0
38384001,19690609,17,8,25.7,0
38384001,19690610,18.3,12.2,26,19
38384001,19690611,16.1,13.9,21.2,41.3
38384001,19690612,17.1,13.7,21.2,0
38384001,19690613,17.7,14.1,22.2,0.4
38384001,19690614,18.9,13.5,25,0
38384001,19690615,18.9,13.7,24.9,1.7
38384001,19690616,19.1,13.9,25.8,2.1
38384001,19690617,19.6,14,25.3,0
38384001,19690618,14.7,12.9,18.3,43.6
38384001,19690619,13.5,10.4,18,0
38384001,19690620,13.5,6.3,19.8,0
38384001,19690621,13.7,9,17.3,0.9
38384001,19690622,17.5,9.7,24.7,3.5
38384001,19690623,15,11.6,20,50.2
38384001,19690624,11.2,10,14.7,9.5
38384001,19690625,12.7,8,17.1,1.3
38384001,19690626,14.7,11.5,19.2,0
38384001,19690627,15.6,7.6,21.8,0.1
38384001,19690628,16.4,10.8,21.9,0
38384001,19690629,15.2,7.6,21.3,0
38384001,19690630,17,8,24.3,0
38384001,19690701,17.7,11,24.5,0
38384001,19690702,18.9,14.3,24.2,0
38384001,19690703,19.1,12.8,25.9,0
38384001,19690704,20.3,13.1,27,0
38384001,19690705,20.6,13.7,27.4,0
38384001,19690706,21.3,14.6,28.2,11.5
38384001,19690707,16.1,14.2,18,1.8
38384001,19690708,13.3,10.1,17.3,0
38384001,19690709,12.3,8,16.6,3
38384001,19690710,11.4,8.7,16.3,0.2
38384001,19690711,13.3,7.4,19,2.4
38384001,19690712,16.8,12.5,21.3,0
38384001,19690713,17.8,10.7,23.3,0
38384001,19690714,18.4,9.7,25.5,0
38384001,19690715,20.8,13.4,27.2,0
38384001,19690716,22.2,12.4,29.3,0
38384001,19690717,23.2,12.3,31.4,0
38384001,19690718,22,16.4,27.9,0
38384001,19690719,20.3,13.1,27.7,0
38384001,19690720,20.8,12.4,27.9,0
38384001,19690721,21.7,14.2,26.9,0
38384001,19690722,22.2,14.8,29.3,18
38384001,19690723,23.4,16.2,30.8,0
38384001,19690724,24.5,16.7,30.7,0
38384001,19690725,21.2,15.2,27.5,0
38384001,19690726,20.8,16.7,27,2.6
38384001,19690727,22.1,14.8,29.3,0
38384001,19690728,23.4,15.9,30.2,0
38384001,19690729,19.1,15.2,23.1,1
38384001,19690730,14.8,13.1,17.6,0
38384001,19690731,18.4,14.3,25,0
38384001,19690801,20.3,12.8,27.8,0.1
38384001,19690802,20.6,17.9,26.7,0.4
38384001,19690803,20.3,13.8,26,0
38384001,19690804,21.5,13.2,29.2,0
38384001,19690805,22.4,13.4,30.1,0
38384001,19690806,23,14.2,30.5,0
38384001,19690807,22.8,14.9,30.3,0
38384001,19690808,22.6,14.7,30.3,0
38384001,19690809,21.7,13.7,29.9,0
38384001,19690810,21.7,16.1,26.4,0
38384001,19690811,22.2,16,28.7,0
38384001,19690812,20.6,18,25.3,3.5
38384001,19690813,22.6,17.3,29.9,0
38384001,19690814,21.6,18.5,26.2,55.5
38384001,19690815,18.3,14.9,23.7,2.6
38384001,19690816,16.9,13,22.4,2.6
38384001,19690817,17,14.9,20.8,0
38384001,19690818,17.2,13.9,21.6,0
38384001,19690819,17.6,11.8,24.1,0
38384001,19690820,19.9,10.6,28,0
38384001,19690821,18.2,15.8,20.2,0
38384001,19690822,14.9,7.7,21.2,0
38384001,19690823,12.6,8.9,17.1,1.2
38384001,19690824,11.8,9.8,15.6,0.6
38384001,19690825,12.8,7.5,17.6,3.4
38384001,19690826,13.1,11,16.8,6
38384001,19690827,13.1,10.3,17.7,0.2
38384001,19690828,12.1,7.2,15.4,0
38384001,19690829,11.6,5.9,18,0
38384001,19690830,12.9,5.1,19.2,1.8
38384001,19690831,15.5,11.1,21.3,0.7
38384001,19690901,17.1,11.7,24.3,0
38384001,19690902,20,14.4,26.1,0
38384001,19690903,19.7,15,25.3,0
38384001,19690904,18.2,14,23.7,3.8
38384001,19690905,16.6,10.9,22.2,0
38384001,19690906,17.7,13.2,23.7,0.5
38384001,19690907,16.9,14.7,23.7,1.7
38384001,19690908,16.4,11.9,22.8,0.4
38384001,19690909,16.7,12.9,22.8,0.3
38384001,19690910,17.5,13.9,23.2,0
38384001,19690911,18,11.7,25.2,0
38384001,19690912,18.9,13,25,0
38384001,19690913,16.2,12,21.1,15.6
38384001,19690914,15.6,11,20.8,0.3
38384001,19690915,13.6,8.2,18.8,3.6
38384001,19690916,14.7,11.1,19.9,0
38384001,19690917,15.8,9.7,22.1,17.3
38384001,19690918,14.5,11.1,19.9,0
