Station,Date,mean_T,min_T,max_T,Precipitation
38384001,19800630,14,6.3,20.5,0
38384001,19800701,13.6,9.3,19.9,6.6
38384001,19800702,13.2,10.6,16.7,0.1
38384001,19800703,14.9,11,19.3,0
38384001,19800704,14.9,7.4,21.6,0
38384001,19800705,18.6,13.2,24.9,0
38384001,19800706,18.9,14.7,23.9,0
38384001,19800707,19.3,14.2,25.2,11.6
38384001,19800708,15.6,10.8,20.1,51.9
38384001,19800709,13.1,11.4,16.1,20.6
38384001,19800710,12.7,11.2,15.1,2.6
38384001,19800711,14.2,11.3,17.4,0
38384001,19800712,14.9,9.9,19.4,0
38384001,19800713,15.2,8.5,21.5,0
38384001,19800714,18.2,10.8,25.6,1.2
38384001,19800715,16.8,14.7,19.2,6.7
38384001,19800716,16.7,14.6,19.9,0
38384001,19800717,14.4,8.8,19.3,0
38384001,19800718,15.9,6.9,24,0
38384001,19800719,18.9,10,27.2,0
38384001,19800720,19,13.3,23.6,1.1
38384001,19800721,13.9,10.8,18.2,1.4
38384001,19800722,14.7,5.8,22.3,0
38384001,19800723,19.5,9.8,28.5,0
38384001,19800724,21.3,12.6,28,0
38384001,19800725,22.7,13.8,30.5,0
38384001,19800726,20.9,13.4,26.5,2.8
38384001,19800727,18.8,16.5,22.1,0
38384001,19800728,20.8,12.6,28.4,0
38384001,19800729,21,16.2,27.9,8.9
38384001,19800730,18.2,15.8,22.7,0
38384001,19800731,18.2,9.7,25.7,0
38384001,19800801,22.2,12.6,30.2,0
38384001,19800802,23,14.6,30.4,0
38384001,19800803,24.2,17,29.2,0
38384001,19800804,22.2,19,27.1,0
38384001,19800805,20.4,12.4,27.7,0
38384001,19800806,21,15.8,25.2,0
38384001,19800807,22.3,12.4,31.7,2.4
38384001,19800808,19.2,16.1,22.5,4.4
38384001,19800809,19.1,12.6,25.1,0
38384001,19800810,20,12.8,26.9,0
38384001,19800811,20.5,13.5,27.1,0
38384001,19800812,19.4,17.5,22.1,0
38384001,19800813,17.8,11.9,23.9,0
38384001,19800814,20.6,10.9,29.4,0
38384001,19800815,19,16.9,24.9,13.5
38384001,19800816,14.3,12.4,16.8,7.1
38384001,19800817,17.4,13.8,21,0
38384001,19800818,18.8,13.2,24.4,0
38384001,19800819,18.7,12.9,25.1,0
38384001,19800820,19.8,16.9,24.1,0
38384001,19800821,20.8,12.6,27.9,0
38384001,19800822,18.9,13.6,24.1,0
38384001,19800823,14.2,8,18.9,0
38384001,19800824,13.5,5.7,20.7,0
38384001,19800825,15.7,5.8,24.4,0.3
38384001,19800826,18.1,14,23.4,31
38384001,19800827,16.4,15.7,17,11
38384001,19800828,18.6,16.4,21.4,0
38384001,19800829,19,13.6,25.9,0.3
38384001,19800830,20.6,17.2,26.2,0.1
38384001,19800831,15.9,13.1,19,0
38384001,19800901,14.5,11,19.1,0
38384001,19800902,14.5,5.3,24.1,0
38384001,19800903,18.4,11.2,25.1,0
38384001,19800904,18.4,10.6,25.8,0
38384001,19800905,18,16.9,23.5,25.9
38384001,19800906,14.6,10.9,19.3,0
38384001,19800907,16.6,7.9,24.7,0
38384001,19800908,18.8,11,26.2,16.6
38384001,19800909,14.5,12.8,18,0
38384001,19800910,13.8,9.4,18.5,0
38384001,19800911,15.8,13.2,21.4,0.1
38384001,19800912,17,9.6,25,0.6
38384001,19800913,15.1,13,18.9,0.4
38384001,19800914,12.9,5.7,20.5,0
38384001,19800915,14.4,6.6,22.4,0
38384001,19800916,16.2,7.5,25.7,0
38384001,19800917,16.9,10.9,23.5,0
38384001,19800918,17.5,9.1,25.3,0
38384001,19800919,20.2,17.4,24.7,0
38384001,19800920,18.3,11.9,26.1,6.2
38384001,19800921,17.7,14.3,22.6,58.7
38384001,19800922,17.5,15,21.3,12.5
38384001,19800923,15.5,10.8,21,0
38384001,19800924,14.8,8.9,21.1,0
38384001,19800925,15.6,9.5,22.9,0
38384001,19800926,15.4,9.7,22.9,0
38384001,19800927,15.5,10.1,23.1,0
38384001,19800928,16.5,11.9,23.8,0
38384001,19800929,16.6,12.5,23,0
38384001,19800930,15.6,11.6,20.2,0
38384001,19801001,13.4,10,17.1,0
38384001,19801002,14.7,10.4,19,0
38384001,19801003,14.7,11.5,20.5,0
38384001,19801004,15.7,10.7,21.3,0
38384001,19801005,13.5,11.2,18.3,0
38384001,19801006,12.3,5.3,21,0
38384001,19801007,14.4,9.1,18.3,14
38384001,19801008,10.3,8,12.1,6.7
38384001,19801009,5.9,3.9,9.5,9.9
38384001,19801010,6.3,0,12.2,10.9
38384001,19801011,9.8,6.4,14.4,26.7
38384001,19801012,6.4,5.9,7,3
38384001,19801013,7.2,5.5,9.1,0.3
38384001,19801014,7.6,4.4,11.8,0
38384001,19801015,10.2,3.9,16.5,2.4
38384001,19801016,18,10.9,22,25.3
38384001,19801017,9.7,8.6,10.3,21.9
38384001,19801018,7.6,6.8,10.2,12.3
38384001,19801019,5.3,4.1,7.1,0
38384001,19801020,4,-2.2,11,0
38384001,19801021,6.9,0.4,17.2,0
38384001,19801022,9.2,3,16.1,1.7
38384001,19801023,10.9,8.3,17.6,1.6
38384001,19801024,9.2,6.8,10.6,42.1
38384001,19801025,7.8,6.8,9.3,6.6
38384001,19801026,6.3,2.1,11.2,0
38384001,19801027,7.8,2.3,16.3,0
38384001,19801028,10.4,4,19.9,0
38384001,19801029,12.2,4.9,21.7,0
38384001,19801030,9,3.7,13,0
38384001,19801031,5.8,-0.3,13.1,0
38384001,19801101,7.6,3,12,0
38384001,19801102,5.7,3.8,8.7,0
38384001,19801103,-0.8,-3,0.6,0
38384001,19801104,-0.9,-2.7,1,1.2
38384001,19801105,0.7,-1.1,2.6,0
38384001,19801106,0.4,-0.8,1.9,0
38384001,19801107,4.8,-1.8,10.5,0.9
38384001,19801108,8,3.1,13.8,8.7
38384001,19801109,8.7,7.9,9.6,8.6
38384001,19801110,3.3,1.6,3.8,0
38384001,19801111,1.4,-0.6,4.1,0
38384001,19801112,2.6,-0.7,5.9,23.2
38384001,19801113,-0.1,-1.9,1.9,0
38384001,19801114,0.4,-1.4,5.6,0
38384001,19801115,4.1,-2.7,9,0.4
38384001,19801116,7.3,1.9,13,0
38384001,19801117,8.1,4,12.2,1.6
38384001,19801118,10.6,8,14.8,0.8
38384001,19801119,7.7,3.4,12,0
38384001,19801120,8.1,0.7,16.1,0
38384001,19801121,8.8,3.7,14.8,0
38384001,19801122,7.3,2.7,14.9,0
38384001,19801123,7,2.6,15.8,0
38384001,19801124,7.1,1.7,14.2,0
38384001,19801125,9.1,2,14.2,0
38384001,19801126,6.7,5,8.1,21
38384001,19801127,2.2,1.2,3.2,0
38384001,19801128,0.7,-2.1,6,4.4
38384001,19801129,-1.1,-3.7,-0.1,2.9
38384001,19801130,-1,-1.7,0.2,0
38384001,19801201,-3.7,-5.8,-2.5,0
38384001,19801202,-6.3,-8.1,-4.2,2.9
38384001,19801203,-2.3,-5.8,0.1,1.3
38384001,19801204,-1.5,-3.1,1.3,7.5
38384001,19801205,1,-1.4,5.2,4.5
38384001,19801206,2.3,0.7,3.9,6.3
38384001,19801207,-0.6,-2,0,6.7
38384001,19801208,-3.3,-4.6,-2.3,0
38384001,19801209,-9.2,-16.7,-1.9,0
38384001,19801210,-3.9,-8.8,2.1,0
38384001,19801211,-2,-5.8,4.2,0
38384001,19801212,-2,-7.4,5.9,0
38384001,19801213,0.2,-5.1,5.8,0
38384001,19801214,4.3,-1.4,6.4,0
38384001,19801215,5,3.7,7.1,15.1
38384001,19801216,1.6,-1.9,3.9,0
38384001,19801217,0.6,-1.6,3.7,3.4
38384001,19801218,0,-4.5,4.2,8.5
38384001,19801219,-0.8,-4.6,1.2,0
38384001,19801220,0.1,-4.5,2.4,6.9
38384001,19801221,2.1,0.8,4.4,7.2
38384001,19801222,3.1,1.9,5,0
38384001,19801223,4.5,2.7,6.3,0
38384001,19801224,4.9,1.7,10.6,0
38384001,19801225,3.5,-1.4,8.2,0.4
38384001,19801226,3.3,0.7,5.6,2.2
38384001,19801227,-0.3,-1.2,1.3,0.7
38384001,19801228,-2,-3.1,1,0
38384001,19801229,-4.3,-7.4,-1.1,0
38384001,19801230,-5.7,-8.6,-0.6,0
38384001,19801231,-3.6,-9.7,7.1,0
38384001,19810101,1.3,-3.7,4.2,0.4
38384001,19810102,2.3,-0.2,5.6,0.9
38384001,19810103,4.1,1.8,8.7,7.9
38384001,19810104,5.3,3.4,8.2,14.3
38384001,19810105,0.8,-0.5,2.3,1.8
38384001,19810106,0,-3.6,3.2,16.3
38384001,19810107,-1.2,-2.9,-0.2,0
38384001,19810108,-3.2,-6.4,-0.9,0
38384001,19810109,-7.7,-13.2,-0.4,0
38384001,19810110,-3.1,-8.8,-0.7,6.3
38384001,19810111,-0.8,-4.9,1.6,0
38384001,19810112,-1.7,-8.1,1.7,9.9
38384001,19810113,-0.7,-1.8,-0.1,0.5
38384001,19810114,-2.6,-5.1,4.6,3.5
38384001,19810115,1.3,-2.4,4.2,7.7
38384001,19810116,-0.2,-6,4.9,5.9
38384001,19810117,1.7,-0.2,5.6,6.8
38384001,19810118,1.4,0.4,3.3,4.5
38384001,19810119,1.6,-1.8,3.6,17.5
38384001,19810120,2.1,0.7,4.1,9.2
38384001,19810121,-0.1,-3,2.2,0
38384001,19810122,-0.4,-3.5,2.2,0
38384001,19810123,-4.8,-9.7,1.5,0
38384001,19810124,-3.6,-8.2,3.5,0
38384001,19810125,-5,-9.2,-0.6,0
38384001,19810126,-1.1,-6.8,1.8,0
38384001,19810127,0.1,-2.2,2.5,0
38384001,19810128,-3.5,-8.6,2.1,0
38384001,19810129,-1.7,-7.5,3.1,0
38384001,19810130,-1.2,-4.2,4.5,0
38384001,19810131,-2.4,-7.2,4.9,0
38384001,19810201,-1.2,-5.4,6.4,0
38384001,19810202,-1.2,-7.1,7.2,0
38384001,19810203,0.8,-5.9,6.9,3
38384001,19810204,4.3,1.9,5.9,6.5
38384001,19810205,1.4,0.2,3.5,2.5
38384001,19810206,2.7,-0.5,6.1,0.1
38384001,19810207,5.9,3.7,9.6,0
38384001,19810208,4.8,3,7.1,0
38384001,19810209,5.6,1.3,12.2,0.4
38384001,19810210,4.1,2.3,5,3.5
38384001,19810211,0,-3.4,3.9,0
38384001,19810212,-1.8,-4.6,1.7,0
38384001,19810213,-1.6,-6.1,4,0
38384001,19810214,-1.8,-5.6,2.7,0
38384001,19810215,-1.7,-7.5,5.9,0
38384001,19810216,-1,-6.1,5.5,0
38384001,19810217,-1.1,-5.4,4,0
38384001,19810218,-1.4,-2.2,1,0.2
38384001,19810219,-2.7,-6.4,0.8,0
38384001,19810220,-2.5,-5.9,0.4,0
38384001,19810221,-1.2,-3,1.1,0.1
38384001,19810222,-2.8,-7.8,1.5,4.3
38384001,19810223,0.7,-1.5,5.3,4
38384001,19810224,1.2,-1.2,3.1,5.7
38384001,19810225,0.8,0.3,2.3,0
38384001,19810226,0.4,-4.8,6.4,0
38384001,19810227,1.9,-1.9,7.9,6
38384001,19810228,3.5,1.8,6.3,4.8
38384001,19810301,3.4,1.5,5.3,1
38384001,19810302,7.1,3.5,12.9,0.2
38384001,19810303,6.6,4.4,9.6,8
38384001,19810304,4.5,2.8,8.3,0.2
38384001,19810305,4.8,0.3,10.5,0
38384001,19810306,6.7,5.1,9.8,2
38384001,19810307,9.4,3.5,16.6,0
38384001,19810308,9.5,8.1,11.7,1.3
38384001,19810309,10,5.8,18,0
38384001,19810310,13.2,7.9,20.7,0
38384001,19810311,12.3,9.9,15.8,0
38384001,19810312,9.5,6.9,12.5,5.7
38384001,19810313,7.3,2.9,12.9,1.7
38384001,19810314,7.4,1.2,13,0
38384001,19810315,4.9,2,8.9,0.5
38384001,19810316,5.6,1.6,10.8,0.6
38384001,19810317,1,-0.8,4,9.2
38384001,19810318,1.2,-0.3,4.3,0.3
38384001,19810319,3.3,-2.3,9.6,0
38384001,19810320,7.7,0.4,16.4,0
38384001,19810321,11.8,3.4,19.2,0
38384001,19810322,9.2,3.9,14.1,1.2
38384001,19810323,10.7,3.9,17.9,4.4
38384001,19810324,13.4,8.8,18.4,0.6
38384001,19810325,16,9.8,23.9,4.6
38384001,19810326,13.4,10.8,18.4,17
38384001,19810327,10.9,2.8,17.9,0
38384001,19810328,11.7,9.2,17.2,0.2
38384001,19810329,11.3,7.2,16.1,13.3
38384001,19810330,10.7,5.8,15.2,6.5
38384001,19810331,9.5,8.6,10.6,3.5
38384001,19810401,9,8.3,9,3.8
38384001,19810402,10.7,8.4,15.1,0
38384001,19810403,11.1,5.9,18,0
38384001,19810404,10.5,6,13.5,0
38384001,19810405,12.9,10.9,17.2,0
38384001,19810406,11.2,5.6,18,0
38384001,19810407,12.7,6,17.6,0.1
38384001,19810408,14.9,9.8,21.2,0
38384001,19810409,14.4,6.2,22,0
38384001,19810410,15.5,9.8,22.1,0
38384001,19810411,15,11.3,19.2,0
38384001,19810412,14.1,7.6,21.1,1.8
38384001,19810413,15.5,9,21.7,0
38384001,19810414,14.6,6.8,21.8,0
38384001,19810415,14.6,6.9,19.7,0
38384001,19810416,14.8,12.5,18.9,0
38384001,19810417,9.6,4.9,14.4,0
38384001,19810418,6.5,0.2,12,0
38384001,19810419,5.4,-2.7,11.6,0
38384001,19810420,6.4,3.9,8.2,0
38384001,19810421,8.3,2.2,14.9,0
38384001,19810422,8.1,-0.1,15.6,0
38384001,19810423,9.7,4.3,15.2,0
38384001,19810424,7.3,2.4,13.3,0
38384001,19810425,9.9,0.5,17.8,15.2
38384001,19810426,3.5,0.2,7.1,10.9
38384001,19810427,5.9,-0.4,11.6,0.1
38384001,19810428,4.7,0.7,8.9,0
38384001,19810429,6.9,0.1,12.1,0
38384001,19810430,10.9,6.8,15.8,0
38384001,19810501,11.6,7.2,16.3,0.2
38384001,19810502,10.7,8.7,14.5,8.7
38384001,19810503,6.9,4.8,9.4,3.2
38384001,19810504,6.9,4,12.4,3.1
38384001,19810505,8.1,4.9,12.1,0.4
38384001,19810506,12.4,6.3,19.2,0
38384001,19810507,13.3,5.5,20.9,0
38384001,19810508,15.3,10.9,20.7,0
38384001,19810509,13.9,5.4,21,0
38384001,19810510,11.7,10.2,13.9,32.6
38384001,19810511,10.4,8.2,14.8,1.5
38384001,19810512,10.8,8.3,15,0.1
38384001,19810513,11.3,3.8,17.1,0
38384001,19810514,13.1,8.9,17,0.3
38384001,19810515,14.1,10,19.2,0.2
38384001,19810516,10.6,8.2,16.2,13
38384001,19810517,12.1,6.2,19.2,0
38384001,19810518,15.9,8,22,0
38384001,19810519,16.7,9.4,23.1,0
38384001,19810520,16.2,8.2,23.3,0
38384001,19810521,15.6,11.1,20.5,4.9
38384001,19810522,14.5,11,19,0
38384001,19810523,14.7,5.4,21.8,7.2
38384001,19810524,14.9,11.1,18.7,1.6
38384001,19810525,12.1,9.8,13.8,38.8
38384001,19810526,10.1,8.4,13.6,9.4
38384001,19810527,11.1,8,15.7,1.8
38384001,19810528,12.3,5.4,16.8,0.9
38384001,19810529,16.8,11.1,23.4,0.1
38384001,19810530,17.6,13.8,22.6,0
38384001,19810531,19,10.3,26,0
38384001,19810601,20.1,11.7,27.9,0
38384001,19810602,21.7,14.9,27.8,0
38384001,19810603,17.3,13.2,23,8.4
38384001,19810604,12.2,11.2,15.3,1.7
38384001,19810605,14.4,5.6,21.4,0
38384001,19810606,17.7,9.4,24.2,0
38384001,19810607,19.6,12.8,27.2,0
38384001,19810608,22,17.3,27.1,0
38384001,19810609,20.1,14.8,25.9,16.7
38384001,19810610,16.7,13.2,21.6,0
38384001,19810611,18.9,8.4,28,0
38384001,19810612,21.1,12,27.2,0
38384001,19810613,19.4,15,23.6,0
38384001,19810614,20.5,12.9,26.7,0
38384001,19810615,21.8,13.6,29.3,0
38384001,19810616,20.2,14.4,26.4,0
38384001,19810617,15,9.4,19.5,0
38384001,19810618,12.5,8.9,16.4,0
38384001,19810619,12.3,4.9,17.1,0
38384001,19810620,13.6,4.6,20.2,0
38384001,19810621,14.3,7.2,20.8,0
38384001,19810622,12.8,7.3,17.1,0
38384001,19810623,13.2,7.9,17.8,0
38384001,19810624,15.3,6.8,23.3,0
38384001,19810625,15.1,11.6,20.7,13
38384001,19810626,16.8,12.7,22.4,0.4
38384001,19810627,15.5,10.1,21.3,0.1
38384001,19810628,13.7,11.4,19.3,54.7
38384001,19810629,13.2,9.5,17.7,0
38384001,19810630,12.8,5.7,17.9,0
38384001,19810701,15.1,6.3,22.4,0
38384001,19810702,19.2,10.9,26.6,4.5
38384001,19810703,15.2,13,17.1,19.6
38384001,19810704,16,10.2,21.8,0
38384001,19810705,18,10.7,24.6,0
38384001,19810706,19.7,12.4,25.9,0
38384001,19810707,20.3,12.2,27.2,0
38384001,19810708,21.6,15.1,27.8,0
38384001,19810709,21.7,15.6,28.5,0
38384001,19810710,19.9,14,25.6,12.3
38384001,19810711,17.8,15.7,20.5,0
38384001,19810712,19.1,16.1,22.5,0
38384001,19810713,17.9,15.9,22.5,0.6
38384001,19810714,18.8,14.8,23.8,0
38384001,19810715,19.2,12.7,24.1,0
38384001,19810716,20.7,16.2,25.5,0
38384001,19810717,18.1,12.7,26.1,4.8
38384001,19810718,12.7,11.3,15.8,13.6
38384001,19810719,12.6,10.3,16.3,0
38384001,19810720,14.4,11,17.4,0.2
38384001,19810721,17.8,11.8,23.1,0
38384001,19810722,19.1,12.8,26.8,14.3
38384001,19810723,15.2,14.1,16.2,28.2
38384001,19810724,14.5,12,19.5,12.9
38384001,19810725,14,10.3,18.5,0
38384001,19810726,14.4,9.9,19,0
38384001,19810727,14.5,9.8,18.8,0
38384001,19810728,17.7,11,23.4,0
38384001,19810729,19.4,9.7,27.9,0
38384001,19810730,21.7,13.5,28.5,0
38384001,19810731,21.1,15.7,25.6,0
38384001,19810801,21.6,16.6,26.9,0
38384001,19810802,19,16,24.8,1.5
38384001,19810803,21.8,15.6,28.9,0
38384001,19810804,22.8,14.7,30,0
38384001,19810805,24.6,16.9,33,0
38384001,19810806,22.5,16.6,29.8,0
38384001,19810807,21.3,14.4,28,0
38384001,19810808,19.4,16.4,25.9,8.9
38384001,19810809,18.4,16.1,21.9,0
38384001,19810810,17.8,14.9,22.2,0
38384001,19810811,15.7,13.8,20.1,0
38384001,19810812,16.7,14.3,20.5,0
38384001,19810813,17.9,12.3,22.8,0
38384001,19810814,19.4,12.8,26.5,0
38384001,19810815,21.4,13.5,29.3,0
38384001,19810816,23.3,15.2,30.6,0
38384001,19810817,17.4,14.5,20.8,0
38384001,19810818,16.2,7.9,24.3,0
38384001,19810819,19.6,11.8,28.2,0
38384001,19810820,18.5,11.5,26.7,1.5
38384001,19810821,16,13.8,20.1,0
38384001,19810822,15,5.8,22.7,0
38384001,19810823,16.1,10.1,21.5,0
38384001,19810824,14.9,8,21.2,0
38384001,19810825,15.4,7,21.8,0
38384001,19810826,15.8,6.3,23.2,0
38384001,19810827,17,8.1,24.4,0
38384001,19810828,17.2,9.7,23.6,0
38384001,19810829,16.8,7.9,25.8,0
38384001,19810830,18.2,9.6,27.8,0
38384001,19810831,20.1,13.1,26.9,3.6
38384001,19810901,18.9,15.6,23.3,0.1
38384001,19810902,17.3,12.5,21.7,0
38384001,19810903,16.2,14.5,19.2,0
38384001,19810904,13.5,8.8,17.9,0
38384001,19810905,15.1,6.9,23.9,0
38384001,19810906,17.1,9.1,25.2,0
38384001,19810907,19.4,12.5,26.8,0
38384001,19810908,18.4,15.3,23,1.9
38384001,19810909,19.8,17.1,23.9,6.1
38384001,19810910,19.5,16.1,24.1,0
38384001,19810911,19.2,13.5,25.2,0.1
38384001,19810912,18.6,14.5,26,9.9
38384001,19810913,17,14,21.6,0
38384001,19810914,15,9.2,20.3,0
38384001,19810915,14.4,7.1,22,0
38384001,19810916,16.7,11.8,22,0
38384001,19810917,14.3,8.2,20.7,0
38384001,19810918,15.9,9.5,22.4,13.2
38384001,19810919,16.1,13.2,19.1,0.5
38384001,19810920,19.6,15.1,24.8,0
38384001,19810921,20.9,16.7,26.2,0
38384001,19810922,19.1,14.9,26.1,23.2
38384001,19810923,15,13,18.6,9.8
38384001,19810924,11.8,10.4,12.7,7.3
38384001,19810925,12.6,7.3,20.4,0
38384001,19810926,17.7,10.4,24.3,41.8
38384001,19810927,11.5,5.8,19.4,9.2
38384001,19810928,10.5,8.4,12.1,2.1
38384001,19810929,12.3,9.4,16.5,0
38384001,19810930,10.2,3.3,17,0
38384001,19811001,12.6,5.4,20.1,13.1
38384001,19811002,12.2,11.5,14.3,12.5
38384001,19811003,12,8,17.6,3
38384001,19811004,12.1,5.6,18.9,0
38384001,19811005,15.9,8.5,23,0
38384001,19811006,18.2,10.8,23.4,0
38384001,19811007,16.8,14.4,21,0
38384001,19811008,12.8,5.4,21.7,0
38384001,19811009,15.4,9.9,20.9,0.6
38384001,19811010,15.2,11,18.8,0.6
38384001,19811011,14.1,10.2,17,6.4
38384001,19811012,9.3,4.2,13.2,2.7
38384001,19811013,10.7,8.6,13.4,0
38384001,19811014,8.5,4.2,15.1,0.5
38384001,19811015,15,9.9,20.9,0.2
38384001,19811016,13.8,9.3,20.8,0
38384001,19811017,15.7,9.2,22.3,0
38384001,19811018,15.3,9.6,20.9,2.1
38384001,19811019,13.1,11.9,14.8,0
38384001,19811020,11.8,5.9,17.4,7.7
38384001,19811021,7.8,4.6,10.1,1.4
38384001,19811022,2.9,-0.7,7.8,0.6
38384001,19811023,3.3,-1,8.3,0.1
38384001,19811024,5.3,1,9.6,0
38384001,19811025,4.3,-1.9,9.1,5.9
38384001,19811026,4.7,0.8,7.7,4.4
38384001,19811027,3.9,1.6,7.4,0.4
38384001,19811028,6.9,1.6,13.7,0
38384001,19811029,7.8,1.1,14.7,0
38384001,19811030,10,7.1,12.1,7.3
38384001,19811031,12,9.7,15.9,0
38384001,19811101,12.2,8.8,14.3,0
38384001,19811102,11.8,6.5,20.2,0
38384001,19811103,11.7,5.7,21.1,0
38384001,19811104,9.8,2.8,17.9,0
38384001,19811105,7.2,6.5,8,0.1
38384001,19811106,5.6,4.3,6.2,0
38384001,19811107,1.7,-0.6,5.3,0
38384001,19811108,-0.5,-3.6,3.2,0
38384001,19811109,-2,-5.4,0.6,0
38384001,19811110,-2.8,-6,-0.3,0
38384001,19811111,-1.8,-7,4.3,0
38384001,19811112,2.1,-4.6,6.6,0
38384001,19811113,5.5,3.1,8.9,0
38384001,19811114,4.6,1.4,7.9,0
38384001,19811115,1.2,-0.1,4.7,0
38384001,19811116,-0.1,-4.9,6.1,0
38384001,19811117,3.1,-3.9,12.1,0
38384001,19811118,6.4,2.3,15.1,0
38384001,19811119,7.3,2.4,13.1,0
38384001,19811120,8.7,3.6,15.3,0
38384001,19811121,7.7,3,15.1,0
38384001,19811122,6.3,2,15.3,0
38384001,19811123,8,1.1,15.4,1.8
38384001,19811124,9.5,7.2,10.8,0.3
38384001,19811125,3.7,2,5.7,0
38384001,19811126,0.7,-1.3,5.4,0
38384001,19811127,1.7,-4.6,13.5,4
38384001,19811128,3.9,1.3,8.4,5
38384001,19811129,1.2,0.2,2,7.7
38384001,19811130,1.2,-0.2,5.2,10.8
38384001,19811201,2.7,1.5,4.2,0
38384001,19811202,2,0.9,4.6,0
38384001,19811203,1.1,-0.1,2.7,0
38384001,19811204,0.7,-2.9,4.3,4.6
38384001,19811205,3,1.1,4.2,0
38384001,19811206,1.4,-3,4,3.2
38384001,19811207,3.3,1.2,7.3,7.6
38384001,19811208,8.3,4.3,10.7,6.1
38384001,19811209,6.9,3.3,10,0.7
38384001,19811210,7,2.7,9.5,3.1
38384001,19811211,8.4,5.3,12.1,8.3
38384001,19811212,4.8,0.7,6.6,5.4
38384001,19811213,-0.1,-1.8,4,18.4
38384001,19811214,2.9,-1,5.9,2.9
38384001,19811215,4,0.9,9.2,10
38384001,19811216,7.8,5.2,10,1.6
38384001,19811217,4.5,0.1,8.9,3.5
38384001,19811218,3.2,2.1,5.1,30.6
38384001,19811219,-2.5,-3.6,-1.3,0
38384001,19811220,-5.3,-11.6,0.4,0
38384001,19811221,0,-3.1,1.2,1.4
38384001,19811222,1.7,-0.1,3.6,0.3
38384001,19811223,2.1,-0.2,6.1,0.3
38384001,19811224,4.8,2.1,8.3,3.9
38384001,19811225,0.4,-0.3,2.2,0
38384001,19811226,-1.3,-3.9,1.9,0
38384001,19811227,0,-3.1,1,0.6
38384001,19811228,2.4,0.1,12.6,2.1
38384001,19811229,7.4,3.1,9.1,0
38384001,19811230,9.2,1.1,15.5,0
38384001,19811231,10,6.9,11.6,2.9
38384001,19820101,5.8,3.9,8.9,5.3
38384001,19820102,3.9,-0.2,8.4,0
38384001,19820103,5.9,0.6,12.9,0
38384001,19820104,9.4,7.9,14.1,0.6
38384001,19820105,8.2,6.2,11.8,8.4
38384001,19820106,8.1,7.1,8.4,12.3
38384001,19820107,-0.7,-2.3,0,0
38384001,19820108,1.7,-2.2,7.3,0
38384001,19820109,7.8,2.6,11.9,0
38384001,19820110,6.6,3.3,11.8,0
38384001,19820111,7.5,4,13.7,0
38384001,19820112,4.9,2,9.3,0
38384001,19820113,1.9,1,3.3,0
38384001,19820114,1.9,-2,7.2,0
38384001,19820115,4.6,0,11.1,0
38384001,19820116,5.7,2.1,11.9,0
38384001,19820117,4.5,0.8,11.6,0
38384001,19820118,4.8,1.5,11.8,0
38384001,19820119,4.6,0.8,11.8,0
38384001,19820120,5.4,1.7,11.8,0
38384001,19820121,4.7,1,7.8,0
38384001,19820122,5.5,4.5,8.2,2.6
38384001,19820123,3,2.4,4.1,2.5
38384001,19820124,2.1,0.7,4.4,0.8
38384001,19820125,0.4,-0.4,1.9,0
38384001,19820126,-0.1,-4.1,2.7,6.7
38384001,19820127,3,1,7.1,1.4
38384001,19820128,1.3,1.1,1.6,0
38384001,19820129,2,-1.2,5.1,7.5
38384001,19820130,6.2,3.8,8.1,2.5
38384001,19820131,6.3,5.2,8,0
38384001,19820201,5.1,2.3,8.5,0
38384001,19820202,3.2,-2.5,10.5,0
38384001,19820203,4,0.1,8.4,0
38384001,19820204,5.2,3.7,7.5,0
38384001,19820205,5.7,0.5,11.4,0
38384001,19820206,7.5,4.8,11.9,0
38384001,19820207,4.8,-0.4,11.6,0
38384001,19820208,7.7,5.8,13.4,0
38384001,19820209,5,-0.2,11.1,0
38384001,19820210,6.4,-0.4,13.3,0
38384001,19820211,5.9,1.1,12.1,0
38384001,19820212,5.7,-0.1,12.4,0
38384001,19820213,5.6,1.1,11.5,7.1
38384001,19820214,4.8,3.3,5.9,4.2
38384001,19820215,3.2,-0.2,7.9,0
38384001,19820216,4.8,2.1,7.6,0
38384001,19820217,5.2,2.1,12.1,0
38384001,19820218,5.3,-1.6,13.1,0
38384001,19820219,3.1,-0.4,6.8,0.2
38384001,19820220,4.5,0.3,7.5,0.5
38384001,19820221,2.6,-0.4,4.2,0
38384001,19820222,2.6,-0.5,5.9,0
38384001,19820223,2.2,1.7,2.9,4.2
38384001,19820224,-0.7,-4.8,3.1,0
38384001,19820225,-0.8,-5.9,5.2,0
38384001,19820226,-1.4,-4.8,2.3,0
38384001,19820227,0.5,-6.1,8.4,0
38384001,19820228,5.2,-2.4,14.4,0
38384001,19820301,9.3,5,16,1.9
38384001,19820302,5.9,2.9,8.7,0.2
38384001,19820303,7.1,0.1,16,0
38384001,19820304,3.6,1.6,7,9.9
38384001,19820305,4.6,2.1,7.5,0
38384001,19820306,2.2,-1.8,5.8,0
38384001,19820307,-0.4,-5,5.1,0
38384001,19820308,3.9,-2.8,10.5,0
38384001,19820309,5.9,0.8,10.9,0
38384001,19820310,6.3,1.8,9.5,4.8
38384001,19820311,5.6,3.9,8.6,0.1
38384001,19820312,5.1,-1.7,10.4,5.4
38384001,19820313,5.1,2.8,9,0.5
